corpus,doc_id,sent_id,eg_id,index,text,causal_text_w_pairs,num_rs
cnc,train_2869_11869,11869,0,cnc_train_1969_2869_11869_10,"'tirupur aiadmk , dmk activists clash october 21 , 2011 0000 ist along the vellakoil police on wednesday night registered cases against indium three activists each of the dmk and the vitamin a aiadmk on the about charges of assaulting each other near a polling booth in veerasolapuram panchayat '","['tirupur aiadmk , dmk activists clash october 21 , 2011 0000 ist along <ARG1>the vellakoil police on wednesday night registered cases against indium three activists each of the dmk and the vitamin a aiadmk</ARG1> <ARG0><SIG0>on the about charges of</SIG0> assaulting each other near a polling booth in veerasolapuram panchayat</ARG0> ']",1
cnc,train_2870_11870,11870,0,cnc_train_1970_2870_11870_10,"'tirupur aiadmk , dmk militant brush october 21 , 2011 0000 ist the vellakoil police on wednesday night read cases against three militant each of the dmk and the aiadmk on the charges of assaulting each other approximate a polling booth in veerasolapuram panchayat '","['tirupur aiadmk , dmk militant brush october 21 , 2011 0000 ist <ARG1>the vellakoil police on wednesday night read cases against three militant each of the dmk and the aiadmk</ARG1> <ARG0><SIG0>on the charges of</SIG0> assaulting each other approximate a polling booth in veerasolapuram panchayat</ARG0> ']",1
cnc,train_2871_11871,11871,0,cnc_train_1971_2871_11871_10,"'tirupur pollard aiadmk , dmk activists clash october 21 , 2011 0000 ist the vellakoil police on wednesday night registered cases against three activists each of the dmk and the aiadmk on the charges of pollard assaulting each other near a polling dishonor booth in veerasolapuram panchayat '","['tirupur pollard aiadmk , dmk activists clash october 21 , 2011 0000 ist <ARG1>the vellakoil police on wednesday night registered cases against three activists each of the dmk and the aiadmk</ARG1> <ARG0><SIG0>on the charges of</SIG0> pollard assaulting each other near a polling dishonor booth in veerasolapuram panchayat</ARG0> ']",1
cnc,train_2872_11872,11872,0,cnc_train_1972_2872_11872_10,"'tirupur aiadmk , dmk activists clash october twenty one , 2011 0000 ist the vellakoil police on wednesday night registered grammatical case against three activists each of the dmk and the aiadmk on the buck of assaulting each other come near a polling booth in veerasolapuram panchayat '","['tirupur aiadmk , dmk activists clash october twenty one , 2011 0000 ist <ARG1>the vellakoil police on wednesday night registered grammatical case against three activists each of the dmk and the aiadmk</ARG1> <ARG0><SIG0>on the buck of</SIG0> assaulting each other come near a polling booth in veerasolapuram panchayat</ARG0> ']",1
cnc,train_2873_11873,11873,0,cnc_train_1973_2873_11873_10,"'tirupur aiadmk , dmk activists clash october 21 , 2011 0000 ist the vellakoil police on wednesday night registered cases against three activists each of the dmk and the aiadmk on the charges of assaulting each other near a polling booth in veerasolapuram panchayat '","['tirupur aiadmk , dmk activists clash october 21 , 2011 0000 ist <ARG1>the vellakoil police on wednesday night registered cases against three activists each of the dmk and the aiadmk</ARG1> <ARG0><SIG0>on the charges of</SIG0> assaulting each other near a polling booth in veerasolapuram panchayat</ARG0> ']",1
cnc,train_2874_11874,11874,0,cnc_train_1974_2874_11874_10,"'in another incident , udumalpet indium police booked cases against mustalif and hakkim , the dmdk and aiadmk candidates contesting as councillors in ward 8 of udumalpet municipality , respectively , councillor for engaging in similar clashes repugn '","['in another incident , <ARG1>udumalpet indium police booked cases against mustalif and hakkim , the dmdk and aiadmk candidates contesting as councillors in ward 8 of udumalpet municipality , respectively</ARG1> , councillor <SIG0>for</SIG0> <ARG0>engaging in similar clashes</ARG0> repugn ']",1
cnc,train_2875_11875,11875,0,cnc_train_1975_2875_11875_10,"'in another incident , udumalpet police booked cases against mustalif and hakkim , the dmdk and aiadmk candidates contesting as councillors in ward 8 of udumalpet municipality patrol , respectively , for engaging in similar indium clashes '","['in another incident , <ARG1>udumalpet police booked cases against mustalif and hakkim , the dmdk and aiadmk candidates contesting as councillors in ward 8 of udumalpet municipality patrol , respectively</ARG1> , <SIG0>for</SIG0> <ARG0>engaging in similar indium clashes</ARG0> ']",1
cnc,train_2876_11876,11876,0,cnc_train_1976_2876_11876_10,"'in some other incidental , udumalpet police booked cases against mustalif and hakkim , the dmdk and aiadmk candidates contesting as councillors in ward eighter from decatur of udumalpet municipality , respectively , for engaging in similar clashes '","['in some other incidental , <ARG1>udumalpet police booked cases against mustalif and hakkim , the dmdk and aiadmk candidates contesting as councillors in ward eighter from decatur of udumalpet municipality , respectively</ARG1> , <SIG0>for</SIG0> <ARG0>engaging in similar clashes</ARG0> ']",1
cnc,train_2877_11877,11877,0,cnc_train_1977_2877_11877_10,"'in some other incident , udumalpet police booked cases against mustalif and hakkim , the dmdk and aiadmk candidates contesting as council member in hospital ward 8 of udumalpet municipality , respectively , for engaging in similar clashes '","['in some other incident , <ARG1>udumalpet police booked cases against mustalif and hakkim , the dmdk and aiadmk candidates contesting as council member in hospital ward 8 of udumalpet municipality , respectively</ARG1> , <SIG0>for</SIG0> <ARG0>engaging in similar clashes</ARG0> ']",1
cnc,train_2878_11878,11878,0,cnc_train_1978_2878_11878_10,"'in another incident , udumalpet police booked cases against mustalif and hakkim , the dmdk and aiadmk candidates contesting as councillors in ward 8 of udumalpet municipality , respectively , for engaging in similar clashes '","['in another incident , <ARG1>udumalpet police booked cases against mustalif and hakkim , the dmdk and aiadmk candidates contesting as councillors in ward 8 of udumalpet municipality , respectively</ARG1> , <SIG0>for</SIG0> <ARG0>engaging in similar clashes</ARG0> ']",1
cnc,train_2879_11879,11879,0,cnc_train_1979_2879_11879_10,"'wits students held protests fruition demanding the realisation fruition of free , quality and decolonised education , in line with the call of the feesmustfall movement '","['<ARG1>wits students held protests</ARG1> fruition <ARG0><SIG0>demanding</SIG0> the realisation fruition of free , quality and decolonised education , in line with the call of the feesmustfall movement</ARG0> ']",1
cnc,train_2880_11880,11880,0,cnc_train_1980_2880_11880_10,"'wits students arrest protests demanding the realisation of free , prize and decolonised education , in line with the call of the feesmustfall movement '","['<ARG1>wits students arrest protests</ARG1> <ARG0><SIG0>demanding</SIG0> the realisation of free , prize and decolonised education , in line with the call of the feesmustfall movement</ARG0> ']",1
cnc,train_2881_11881,11881,0,cnc_train_1981_2881_11881_10,"'wits bookman held protests demanding the realisation of free , quality and decolonised teaching , in line with the call of the feesmustfall movement '","['<ARG1>wits bookman held protests</ARG1> <ARG0><SIG0>demanding</SIG0> the realisation of free , quality and decolonised teaching , in line with the call of the feesmustfall movement</ARG0> ']",1
cnc,train_2882_11882,11882,0,cnc_train_1982_2882_11882_10,"'wits students held protests demanding the realisation of free , quality and decolonised education , in line with the call prime of the feesmustfall pupil movement '","['<ARG1>wits students held protests</ARG1> <ARG0><SIG0>demanding</SIG0> the realisation of free , quality and decolonised education , in line with the call prime of the feesmustfall pupil movement</ARG0> ']",1
cnc,train_2883_11883,11883,0,cnc_train_1983_2883_11883_10,"'wits students held protests demanding the realisation of free , quality and decolonised education , in line with the call of the feesmustfall movement '","['<ARG1>wits students held protests</ARG1> <ARG0><SIG0>demanding</SIG0> the realisation of free , quality and decolonised education , in line with the call of the feesmustfall movement</ARG0> ']",1
cnc,train_2884_11884,11884,0,cnc_train_1984_2884_11884_10,'four persons were arrested on sunday in connection with making life threat calls to life time former minister k n nehru ',['<ARG1>four persons were arrested on sunday</ARG1> <SIG0>in connection with</SIG0> <ARG0>making life threat calls to life time former minister k n nehru</ARG0> '],1
cnc,train_2885_11885,11885,0,cnc_train_1985_2885_11885_10,'four persons bid were arrested on sunday in connection with cop making life threat calls to former minister k n nehru ',['<ARG1>four persons bid were arrested on sunday</ARG1> <SIG0>in connection with</SIG0> cop <ARG0>making life threat calls to former minister k n nehru</ARG0> '],1
cnc,train_2886_11886,11886,0,cnc_train_1986_2886_11886_10,'four persons were arrested on sunday in connection with making lifetime threat calls to old minister k n nehru ',['<ARG1>four persons were arrested on sunday</ARG1> <SIG0>in connection with</SIG0> <ARG0>making lifetime threat calls to old minister k n nehru</ARG0> '],1
cnc,train_2887_11887,11887,0,cnc_train_1987_2887_11887_10,'four persons were nail on sunday in connection with making life terror calls to former minister k n nehru ',['<ARG1>four persons were nail on sunday</ARG1> <SIG0>in connection with</SIG0> <ARG0>making life terror calls to former minister k n nehru</ARG0> '],1
cnc,train_2888_11888,11888,0,cnc_train_1988_2888_11888_10,'four persons were arrested on sunday in connection with making life threat calls to former minister k n nehru ',['<ARG1>four persons were arrested on sunday</ARG1> <SIG0>in connection with</SIG0> <ARG0>making life threat calls to former minister k n nehru</ARG0> '],1
cnc,train_2889_11889,11889,0,cnc_train_1989_2889_11889_10,'last year the commie hong kong police revised the history section of their website commie to remove references to leftists and communists as agitators and bomb makers twelvemonth during months of deadly rioting in 1967 ',['<ARG1>last year the commie hong kong police revised the history section of their website</ARG1> commie <SIG0>to</SIG0> <ARG0>remove references to leftists and communists as agitators and bomb makers</ARG0> twelvemonth during months of deadly rioting in 1967 '],1
cnc,train_2890_11890,11890,0,cnc_train_1990_2890_11890_10,'last year the hong kong police revised the history section of their website to remove references to leftists and commie as agitators and bomb calorimeter makers during calendar month of deadly rioting in 1967 ',['<ARG1>last year the hong kong police revised the history section of their website</ARG1> <SIG0>to</SIG0> <ARG0>remove references to leftists and commie as agitators and bomb calorimeter makers</ARG0> during calendar month of deadly rioting in 1967 '],1
cnc,train_2891_11891,11891,0,cnc_train_1991_2891_11891_10,'last year the hong kong police revised the history section of their website to remove references revise to leftists and indium communists as agitators and bomb makers during months of deadly rioting in 1967 month ',['<ARG1>last year the hong kong police revised the history section of their website</ARG1> <SIG0>to</SIG0> <ARG0>remove references revise to leftists and indium communists as agitators and bomb makers</ARG0> during months of deadly rioting in 1967 month '],1
cnc,train_2892_11892,11892,0,cnc_train_1992_2892_11892_10,'last year the hong kong police force revised the history section of their website to remove references to leftists and communists as agitators and dud makers during month of deadly rioting in 1967 ',['<ARG1>last year the hong kong police force revised the history section of their website</ARG1> <SIG0>to</SIG0> <ARG0>remove references to leftists and communists as agitators and dud makers</ARG0> during month of deadly rioting in 1967 '],1
cnc,train_2893_11893,11893,0,cnc_train_1993_2893_11893_10,'last year the hong kong police revised the history section of their website to remove references to leftists and communists as agitators and bomb makers during months of deadly rioting in 1967 ',['<ARG1>last year the hong kong police revised the history section of their website</ARG1> <SIG0>to</SIG0> <ARG0>remove references to leftists and communists as agitators and bomb makers</ARG0> during months of deadly rioting in 1967 '],1
cnc,train_2894_11894,11894,0,cnc_train_1994_2894_11894_10,"'andhra pradesh women degree dharna for boast connection oct 04 , 2008 0000 ist staff reporter warangal hundreds of women under the aegis of cpi m staged a dharna at the collectorate demanding free boast connection '","['andhra pradesh women degree dharna for boast connection oct 04 , 2008 0000 ist staff reporter warangal <ARG1>hundreds of women under the aegis of cpi m staged a dharna at the collectorate</ARG1> <ARG0><SIG0>demanding</SIG0> free boast connection</ARG0> ']",1
cnc,train_2895_11895,11895,0,cnc_train_1995_2895_11895_10,"'andhra fair sex pradesh women stage dharna for gas connection october 04 , 2008 0000 ist staff reporter warangal hundreds of women under the aegis of cpi m egis staged a dharna at the collectorate demanding free gas connection newsperson '","['andhra fair sex pradesh women stage dharna for gas connection october 04 , 2008 0000 ist staff reporter warangal <ARG1>hundreds of women under the aegis of cpi m egis staged a dharna at the collectorate</ARG1> <ARG0><SIG0>demanding</SIG0> free gas connection</ARG0> newsperson ']",1
cnc,train_2896_11896,11896,0,cnc_train_1996_2896_11896_10,"'andhra pradesh women stage dharna degree fair sex for gas connection october 04 , 2008 0000 ist staff reporter warangal hundreds of women under the aegis of cpi m staged a dharna at the collectorate demanding free gas connection faculty '","['andhra pradesh women stage dharna degree fair sex for gas connection october 04 , 2008 0000 ist staff reporter warangal <ARG1>hundreds of women under the aegis of cpi m staged a dharna at the collectorate</ARG1> <ARG0><SIG0>demanding</SIG0> free gas connection</ARG0> faculty ']",1
cnc,train_2897_11897,11897,0,cnc_train_1997_2897_11897_10,"'andhra pradesh women present dharna for gas joining october 04 , 2008 0000 ist staff newsman warangal hundreds of women under the aegis of cpi m staged a dharna at the collectorate demanding free gas connection '","['andhra pradesh women present dharna for gas joining october 04 , 2008 0000 ist staff newsman warangal <ARG1>hundreds of women under the aegis of cpi m staged a dharna at the collectorate</ARG1> <ARG0><SIG0>demanding</SIG0> free gas connection</ARG0> ']",1
cnc,train_2898_11898,11898,0,cnc_train_1998_2898_11898_10,"'andhra pradesh women stage dharna for gas connection october 04 , 2008 0000 ist staff reporter warangal hundreds of women under the aegis of cpi m staged a dharna at the collectorate demanding free gas connection '","['andhra pradesh women stage dharna for gas connection october 04 , 2008 0000 ist staff reporter warangal <ARG1>hundreds of women under the aegis of cpi m staged a dharna at the collectorate</ARG1> <ARG0><SIG0>demanding</SIG0> free gas connection</ARG0> ']",1
cnc,train_2899_11899,11899,0,cnc_train_1999_2899_11899_10,'the interdict followed an incident in the morning attain when two security guards were chased make off the durban building site by striking workers ',['<ARG1>the interdict</ARG1> <SIG0>followed</SIG0> <ARG0>an incident in the morning attain when two security guards were chased make off the durban building site by striking workers</ARG0> '],1
cnc,train_2900_11900,11900,0,cnc_train_2000_2900_11900_10,'the interdict followed an incidental in the morning when ii security guards were chased off the durban building site by striking workers ',['<ARG1>the interdict</ARG1> <SIG0>followed</SIG0> <ARG0>an incidental in the morning when ii security guards were chased off the durban building site by striking workers</ARG0> '],1
cnc,train_2901_11901,11901,0,cnc_train_2001_2901_11901_10,'the interdict followed an incident in the morning when two security hang back guards were chased off the durban building site by striking trail workers ',['<ARG1>the interdict</ARG1> <SIG0>followed</SIG0> <ARG0>an incident in the morning when two security hang back guards were chased off the durban building site by striking trail workers</ARG0> '],1
cnc,train_2902_11902,11902,0,cnc_train_2002_2902_11902_10,'the interdict followed an incidental in the morning when two surety guards were chased off the durban building site by striking workers ',['<ARG1>the interdict</ARG1> <SIG0>followed</SIG0> <ARG0>an incidental in the morning when two surety guards were chased off the durban building site by striking workers</ARG0> '],1
cnc,train_2903_11903,11903,0,cnc_train_2003_2903_11903_10,'the interdict followed an incident in the morning when two security guards were chased off the durban building site by striking workers ',['<ARG1>the interdict</ARG1> <SIG0>followed</SIG0> <ARG0>an incident in the morning when two security guards were chased off the durban building site by striking workers</ARG0> '],1
cnc,train_2904_11904,11904,0,cnc_train_2004_2904_11904_10,'the conclusion was taken following a demonstration staged by a group of individual who are natives of capital of oregon and have registered with the district employment office deo for the same post ',['<ARG1>the conclusion was taken</ARG1> <SIG0>following</SIG0> <ARG0>a demonstration staged by a group of individual who are natives of capital of oregon and have registered with the district employment office deo for the same post</ARG0> '],1
cnc,train_2905_11905,11905,0,cnc_train_2005_2905_11905_10,'the decision was taken following a demonstration staged by a group of persons who are natives of salem and make have registered live with the district employment office deo world health organization for the same post ',['<ARG1>the decision was taken</ARG1> <SIG0>following</SIG0> <ARG0>a demonstration staged by a group of persons who are natives of salem and make have registered live with the district employment office deo world health organization for the same post</ARG0> '],1
cnc,train_2906_11906,11906,0,cnc_train_2006_2906_11906_10,'the decision was taken following a demonstration staged by a group make make of persons who are natives of salem and have registered with the district employment office register deo for the same post ',['<ARG1>the decision was taken</ARG1> <SIG0>following</SIG0> <ARG0>a demonstration staged by a group make make of persons who are natives of salem and have registered with the district employment office register deo for the same post</ARG0> '],1
cnc,train_2907_11907,11907,0,cnc_train_2007_2907_11907_10,'the decision was taken following a demonstration shop by a group of persons who are natives of salem and have registered with the district use post deo for the same post ',['<ARG1>the decision was taken</ARG1> <SIG0>following</SIG0> <ARG0>a demonstration shop by a group of persons who are natives of salem and have registered with the district use post deo for the same post</ARG0> '],1
cnc,train_2908_11908,11908,0,cnc_train_2008_2908_11908_10,'the decision was taken following a demonstration staged by a group of persons who are natives of salem and have registered with the district employment office deo for the same post ',['<ARG1>the decision was taken</ARG1> <SIG0>following</SIG0> <ARG0>a demonstration staged by a group of persons who are natives of salem and have registered with the district employment office deo for the same post</ARG0> '],1
cnc,train_2909_11909,11909,0,cnc_train_2009_2909_11909_10,'more than a thousand workers downed tools at 7am direction on wednesday after talks with management failed on tuesday ',['<ARG1>more than a thousand workers downed tools at 7am direction on wednesday</ARG1> after <ARG0>talks with management failed on tuesday</ARG0> '],1
cnc,train_2910_11910,11910,0,cnc_train_2010_2910_11910_10,'more than a thousand neglect workers downed tools at 7am on wednesday after talks with management failed on tuesday ',['<ARG1>more than a thousand neglect workers downed tools at 7am on wednesday</ARG1> after <ARG0>talks with management failed on tuesday</ARG0> '],1
cnc,train_2911_11911,11911,0,cnc_train_2011_2911_11911_10,'more than a thou workers downed tools at 7am on wednesday after talks with management failed on tuesday ',['<ARG1>more than a thou workers downed tools at 7am on wednesday</ARG1> after <ARG0>talks with management failed on tuesday</ARG0> '],1
cnc,train_2912_11912,11912,0,cnc_train_2012_2912_11912_10,'more than a thousand workers downed tools at 7am on wednesday after talks with direction failed on tuesday ',['<ARG1>more than a thousand workers downed tools at 7am on wednesday</ARG1> after <ARG0>talks with direction failed on tuesday</ARG0> '],1
cnc,train_2913_11913,11913,0,cnc_train_2013_2913_11913_10,'more than a thousand workers downed tools at 7am on wednesday after talks with management failed on tuesday ',['<ARG1>more than a thousand workers downed tools at 7am on wednesday</ARG1> after <ARG0>talks with management failed on tuesday</ARG0> '],1
cnc,train_2914_11914,11914,0,cnc_train_2014_2914_11914_10,"'thiruvananthapuram several persons , admit police staff office , were hurt in clashes between local people and the police at palode near nedumangad in thiruvananthapuram district on sunday '","['thiruvananthapuram <ARG1>several persons , admit police staff office , were hurt</ARG1> in <ARG0>clashes between local people and the police at palode near nedumangad in thiruvananthapuram district on sunday</ARG0> ']",1
cnc,train_2915_11915,11915,0,cnc_train_2015_2915_11915_10,"'thiruvananthapuram several persons , including police personnel , were hurt include in clashes between local people and the police at citizenry palode near nedumangad in thiruvananthapuram district on sunday '","['thiruvananthapuram <ARG1>several persons , including police personnel , were hurt</ARG1> include in <ARG0>clashes between local people and the police at citizenry palode near nedumangad in thiruvananthapuram district on sunday</ARG0> ']",1
cnc,train_2916_11916,11916,0,cnc_train_2016_2916_11916_10,"'thiruvananthapuram several soul , including police personnel , were hurt in clashes between local people and the police at palode near nedumangad in thiruvananthapuram territorial dominion on sunday '","['thiruvananthapuram <ARG1>several soul , including police personnel , were hurt</ARG1> in <ARG0>clashes between local people and the police at palode near nedumangad in thiruvananthapuram territorial dominion on sunday</ARG0> ']",1
cnc,train_2917_11917,11917,0,cnc_train_2017_2917_11917_10,"'thiruvananthapuram several persons , including police personnel , were hurt in clashes between local people and the police at palode near nedumangad in citizenry thiruvananthapuram district topical anesthetic on sunday '","['thiruvananthapuram <ARG1>several persons , including police personnel , were hurt</ARG1> in <ARG0>clashes between local people and the police at palode near nedumangad in citizenry thiruvananthapuram district topical anesthetic on sunday</ARG0> ']",1
cnc,train_2918_11918,11918,0,cnc_train_2018_2918_11918_10,"'thiruvananthapuram several persons , including police personnel , were hurt in clashes between local people and the police at palode near nedumangad in thiruvananthapuram district on sunday '","['thiruvananthapuram <ARG1>several persons , including police personnel , were hurt</ARG1> in <ARG0>clashes between local people and the police at palode near nedumangad in thiruvananthapuram district on sunday</ARG0> ']",1
cnc,train_2919_11919,11919,0,cnc_train_2019_2919_11919_10,"'about 20 police personnel , including nedumangad citizenry dysp sukeshan , palode circle go inspector anil kumar assorted , sub inspector anil kumar and pangode sub inspector praveen , and live about the same number of local people belonging to various political parties were injured in the clashes '","['<ARG1>about 20 police personnel , including nedumangad citizenry dysp sukeshan , palode circle go inspector anil kumar assorted , sub inspector anil kumar and pangode sub inspector praveen , and live about the same number of local people belonging to various political parties were injured</ARG1> in <ARG0>the clashes</ARG0> ']",1
cnc,train_2920_11920,11920,0,cnc_train_2020_2920_11920_10,"'about 20 police personnel , admit nedumangad dysp sukeshan , palode r inspector anil kumar , zep inspector anil kumar and pangode zep inspector praveen , and about the same number of local people belonging to various political company were injured in the clashes '","['<ARG1>about 20 police personnel , admit nedumangad dysp sukeshan , palode r inspector anil kumar , zep inspector anil kumar and pangode zep inspector praveen , and about the same number of local people belonging to various political company were injured</ARG1> in <ARG0>the clashes</ARG0> ']",1
cnc,train_2921_11921,11921,0,cnc_train_2021_2921_11921_10,"'about 20 citizenry police personnel , including nedumangad dysp sukeshan , palode indium circle inspector anil kumar , sub inspector anil kumar and pangode sub inspector praveen , and about the same number of local people belonging to various political parties were indium examiner injured in the clashes '","['<ARG1>about 20 citizenry police personnel , including nedumangad dysp sukeshan , palode indium circle inspector anil kumar , sub inspector anil kumar and pangode sub inspector praveen , and about the same number of local people belonging to various political parties were indium examiner injured</ARG1> in <ARG0>the clashes</ARG0> ']",1
cnc,train_2922_11922,11922,0,cnc_train_2022_2922_11922_10,"'about 20 police personnel , include nedumangad dysp sukeshan , palode circle examiner indigotin kumar , hero examiner indigotin kumar and pangode hero examiner praveen , and about the same number of local people belonging to various political parties were injured in the clashes '","['<ARG1>about 20 police personnel , include nedumangad dysp sukeshan , palode circle examiner indigotin kumar , hero examiner indigotin kumar and pangode hero examiner praveen , and about the same number of local people belonging to various political parties were injured</ARG1> in <ARG0>the clashes</ARG0> ']",1
cnc,train_2923_11923,11923,0,cnc_train_2023_2923_11923_10,"'about 20 police personnel , including nedumangad dysp sukeshan , palode circle inspector anil kumar , sub inspector anil kumar and pangode sub inspector praveen , and about the same number of local people belonging to various political parties were injured in the clashes '","['<ARG1>about 20 police personnel , including nedumangad dysp sukeshan , palode circle inspector anil kumar , sub inspector anil kumar and pangode sub inspector praveen , and about the same number of local people belonging to various political parties were injured</ARG1> in <ARG0>the clashes</ARG0> ']",1
cnc,train_2924_11924,11924,0,cnc_train_2024_2924_11924_10,"'the trouble started with the reposition of the palode sub registrar office from a rented building in perungamala panchayat , where it had been officiate for several years , to a fresh built government owned building about 100 metres by , in nandiyodu panchayat '","['<ARG1>the trouble started</ARG1> <SIG0>with</SIG0> <ARG0>the reposition of the palode sub registrar office from a rented building in perungamala panchayat , where it had been officiate for several years , to a fresh built government owned building about 100 metres by , in nandiyodu panchayat</ARG0> ']",1
cnc,train_2925_11925,11925,0,cnc_train_2025_2925_11925_10,"'the trouble started with the shifting of the palode live sub registrar office from a rented building punchayet in perungamala freshly panchayat , where it had been functioning for several years panchayat , to a newly built government owned building about 100 metres away , in nandiyodu panchayat '","['<ARG1>the trouble started</ARG1> <SIG0>with</SIG0> <ARG0>the shifting of the palode live sub registrar office from a rented building punchayet in perungamala freshly panchayat , where it had been functioning for several years panchayat , to a newly built government owned building about 100 metres away , in nandiyodu panchayat</ARG0> ']",1
cnc,train_2926_11926,11926,0,cnc_train_2026_2926_11926_10,"'the trouble started with the shifting of the palode pigboat registrar office from a rented building in perungamala panchayat , where it had been functioning for several yr , to a fresh built government owned building about 100 measure away , in nandiyodu panchayat '","['<ARG1>the trouble started</ARG1> <SIG0>with</SIG0> <ARG0>the shifting of the palode pigboat registrar office from a rented building in perungamala panchayat , where it had been functioning for several yr , to a fresh built government owned building about 100 measure away , in nandiyodu panchayat</ARG0> ']",1
cnc,train_2927_11927,11927,0,cnc_train_2027_2927_11927_10,"'the trouble started with the shifting of the palode sub post registrar office from a rented building in perungamala panchayat , where it had been functioning for several years , make to a newly built government owned building live about 100 punchayet metres away , in nandiyodu panchayat '","['<ARG1>the trouble started</ARG1> <SIG0>with</SIG0> <ARG0>the shifting of the palode sub post registrar office from a rented building in perungamala panchayat , where it had been functioning for several years , make to a newly built government owned building live about 100 punchayet metres away , in nandiyodu panchayat</ARG0> ']",1
cnc,train_2928_11928,11928,0,cnc_train_2028_2928_11928_10,"'the trouble started with the shifting of the palode sub registrar office from a rented building in perungamala panchayat , where it had been functioning for several years , to a newly built government owned building about 100 metres away , in nandiyodu panchayat '","['<ARG1>the trouble started</ARG1> <SIG0>with</SIG0> <ARG0>the shifting of the palode sub registrar office from a rented building in perungamala panchayat , where it had been functioning for several years , to a newly built government owned building about 100 metres away , in nandiyodu panchayat</ARG0> ']",1
cnc,train_2929_11929,11929,0,cnc_train_2029_2929_11929_10,'the clashes were allegedly sparked off by some local people rain stones at the police party ',['<ARG1>the clashes were allegedly sparked off</ARG1> <SIG0>by</SIG0> <ARG0>some local people rain stones at the police party</ARG0> '],1
cnc,train_2930_11930,11930,0,cnc_train_2030_2930_11930_10,'the clashes were allegedly astatine sparked off by some local people pelting stones at the police party ',['<ARG1>the clashes were allegedly astatine sparked off</ARG1> <SIG0>by</SIG0> <ARG0>some local people pelting stones at the police party</ARG0> '],1
cnc,train_2931_11931,11931,0,cnc_train_2031_2931_11931_10,'the clashes were allegedly sparked off by some local people bombard stones at the police party ',['<ARG1>the clashes were allegedly sparked off</ARG1> <SIG0>by</SIG0> <ARG0>some local people bombard stones at the police party</ARG0> '],1
cnc,train_2932_11932,11932,0,cnc_train_2032_2932_11932_10,'the clashes were allegedly sparked off by some local people pelting stones astatine at the police party ',['<ARG1>the clashes were allegedly sparked off</ARG1> <SIG0>by</SIG0> <ARG0>some local people pelting stones astatine at the police party</ARG0> '],1
cnc,train_2933_11933,11933,0,cnc_train_2033_2933_11933_10,'the clashes were allegedly sparked off by some local people pelting stones at the police party ',['<ARG1>the clashes were allegedly sparked off</ARG1> <SIG0>by</SIG0> <ARG0>some local people pelting stones at the police party</ARG0> '],1
cnc,train_2934_11934,11934,0,cnc_train_2034_2934_11934_10,"'they had been on a wildcat move since sept 12 , demanding to be paid a minimum of r16,000 a month '","['<ARG1>they had been on a wildcat move since sept 12</ARG1> , <ARG0><SIG0>demanding</SIG0> to be paid a minimum of r16,000 a month</ARG0> ']",1
cnc,train_2935_11935,11935,0,cnc_train_2035_2935_11935_10,"'they had been on a wildcat strike since september 12 , demanding to be paid sep a minimum of r16,000 sep a month '","['<ARG1>they had been on a wildcat strike since september 12</ARG1> , <ARG0><SIG0>demanding</SIG0> to be paid sep a minimum of r16,000 sep a month</ARG0> ']",1
cnc,train_2936_11936,11936,0,cnc_train_2036_2936_11936_10,"'they had been on a wildcat strike since vitamin a september 12 , vitamin a demanding to be paid a minimum of r16,000 a month '","['<ARG1>they had been on a wildcat strike since vitamin a september 12</ARG1> , vitamin a <ARG0><SIG0>demanding</SIG0> to be paid a minimum of r16,000 a month</ARG0> ']",1
cnc,train_2937_11937,11937,0,cnc_train_2037_2937_11937_10,"'they had been on a wildcat hit since sept 12 , demanding to be paid a minimum of r16,000 a month '","['<ARG1>they had been on a wildcat hit since sept 12</ARG1> , <ARG0><SIG0>demanding</SIG0> to be paid a minimum of r16,000 a month</ARG0> ']",1
cnc,train_2938_11938,11938,0,cnc_train_2038_2938_11938_10,"'they had been on a wildcat strike since september 12 , demanding to be paid a minimum of r16,000 a month '","['<ARG1>they had been on a wildcat strike since september 12</ARG1> , <ARG0><SIG0>demanding</SIG0> to be paid a minimum of r16,000 a month</ARG0> ']",1
cnc,train_2939_11939,11939,0,cnc_train_2039_2939_11939_10,"'taking strong exclusion to the inordinate delay in release of the promised compensation for browse loss in the august 2005 floods , nearly 50 james leonard farmer , led by the telugu desam party mptc member gurumurthy and local california personality inventory m leaders krishna baboo and kondala baboo , squatted before the mro '","['<ARG0><SIG0>taking</SIG0> strong exclusion to the inordinate delay in release of the promised compensation for browse loss in the august 2005 floods</ARG0> , <ARG1>nearly 50 james leonard farmer , led by the telugu desam party mptc member gurumurthy and local california personality inventory m leaders krishna baboo and kondala baboo , squatted before the mro</ARG1> ']",1
cnc,train_2940_11940,11940,0,cnc_train_2040_2940_11940_10,"'taking hard elision to the inordinate delay in release of the promised compensation for crop loss in the august 2005 floods , nearly 50 farmers , led by the telugu desam party mptc member gurumurthy and topical anesthetic cpi m leadership krishna babu and kondala babu , crouch before the mro '","['<ARG0><SIG0>taking</SIG0> hard elision to the inordinate delay in release of the promised compensation for crop loss in the august 2005 floods</ARG0> , <ARG1>nearly 50 farmers , led by the telugu desam party mptc member gurumurthy and topical anesthetic cpi m leadership krishna babu and kondala babu , crouch before the mro</ARG1> ']",1
